date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:02:32	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:31%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot?	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713d41d.eot	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:33	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:32%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff2	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff2	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:33	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:32%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:33	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:33%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:34	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:33%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:34	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:33%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:34	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:34%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:35	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:34%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475d41d.eot	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:35	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:34%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:35	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:35%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:36	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:35%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:36	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:35%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/window.location	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/window.location	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:37	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:36%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/index-2.html	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:38	174891/174891	---M--	200	added ('OK')	image/jpeg	etag:%226ce9903eb9e04876d432358597dfaceb%22	https://cdn.b12.io/client_media/tZAowkkL/11bb3dfe-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/11bb3dfe-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:40	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:38%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/high-precision-gear-assemblies	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/high-precision-gear-assemblies	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:40	158201/158201	---M--	200	added ('OK')	image/jpeg	etag:%22b5e57aa471a7b5d7f7f5a533b7cf4e21%22	https://cdn.b12.io/client_media/tZAowkkL/1311f1de-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/1311f1de-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:40	125532/125532	---M--	200	added ('OK')	image/jpeg	etag:%223ec1120d49970e25d675ce27670a7c84%22	https://cdn.b12.io/client_media/tZAowkkL/18972bb0-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/18972bb0-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:42	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:41%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/custom-industrial-valves	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/custom-industrial-valves	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:42	125532/125532	---M--	200	added ('OK')	image/jpeg	etag:%223ec1120d49970e25d675ce27670a7c84%22	https://cdn.b12.io/client_media/tZAowkkL/18a73d66-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/18a73d66-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:43	100514/100514	---M--	200	added ('OK')	image/jpeg	etag:%2236947e2278b5911e7eb59fb6a0836c98%22	https://cdn.b12.io/client_media/tZAowkkL/19081fc8-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/19081fc8-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:44	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:43%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/robust-conveyor-systems	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/robust-conveyor-systems	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:44	100514/100514	---M--	200	added ('OK')	image/jpeg	etag:%2236947e2278b5911e7eb59fb6a0836c98%22	https://cdn.b12.io/client_media/tZAowkkL/1912e728-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/1912e728-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:45	135119/135119	---M--	200	added ('OK')	image/jpeg	etag:%223dc46572c6ca3709d71752bc73388b17%22	https://cdn.b12.io/client_media/tZAowkkL/1926f6b4-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/1926f6b4-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:46	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:45%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/vikram-sharma	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/vikram-sharma	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:46	135119/135119	---M--	200	added ('OK')	image/jpeg	etag:%223dc46572c6ca3709d71752bc73388b17%22	https://cdn.b12.io/client_media/tZAowkkL/19393662-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/19393662-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:46	83963/83963	---M--	200	added ('OK')	image/jpeg	etag:%22d2f34ee3d616812515df3b13d0fe0eb2%22	https://cdn.b12.io/media/4ffb28d0-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/4ffb28d0-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:48	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:46%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/vikram-sharma	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/vikram-sharma	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:49	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:48%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/anita-deshmukh	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/anita-deshmukh	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:50	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:49%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/anita-deshmukh	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/anita-deshmukh	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:50	125819/125819	---M--	200	added ('OK')	image/jpeg	etag:%220603b19b7796e75a6b415de9707e559c%22	https://cdn.b12.io/media/71549a48-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/71549a48-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:51	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:50%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/rajesh-patil	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/rajesh-patil	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:51	100144/100144	---M--	200	added ('OK')	image/jpeg	etag:%22612cee8809d1737e7f2d8e3d790024db%22	https://cdn.b12.io/media/5588e774-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/5588e774-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:52	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:51%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/rajesh-patil	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/rajesh-patil	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:53	73081/73081	---M--	200	added ('OK')	image/jpeg	etag:%226e1443cd5ac8eb2ed5910d4108463518%22	https://cdn.b12.io/client_media/tZAowkkL/171b078e-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/171b078e-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:54	73081/73081	---M--	200	added ('OK')	image/jpeg	etag:%226e1443cd5ac8eb2ed5910d4108463518%22	https://cdn.b12.io/client_media/tZAowkkL/1729bb80-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/1729bb80-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:55	99414/99414	---M--	200	added ('OK')	image/jpeg	etag:%228058cdf55445d1b326f625dfaf6245d7%22	https://cdn.b12.io/client_media/tZAowkkL/16cdb2e0-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/16cdb2e0-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:55	99414/99414	---M--	200	added ('OK')	image/jpeg	etag:%228058cdf55445d1b326f625dfaf6245d7%22	https://cdn.b12.io/client_media/tZAowkkL/16e59306-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/16e59306-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:56	114662/114662	---M--	200	added ('OK')	image/jpeg	etag:%22bdaba0531c6b04a9c2948ecefda18cbf%22	https://cdn.b12.io/client_media/tZAowkkL/16972bb2-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/16972bb2-e2ff-11ef-a2a1-0242ac110002-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:57	114662/114662	---M--	200	added ('OK')	image/jpeg	etag:%22bdaba0531c6b04a9c2948ecefda18cbf%22	https://cdn.b12.io/client_media/tZAowkkL/16a9f83c-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/client_media/tZAowkkL/16a9f83c-e2ff-11ef-a2a1-0242ac110002-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:58	447324/447324	---M--	200	added ('OK')	image/jpeg	etag:%22973bd4355cead30228f48fe92a89058e%22	https://cdn.b12.io/media/d3c83fda-3cb4-11e8-bbb9-0242ac11000f-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/d3c83fda-3cb4-11e8-bbb9-0242ac11000f-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:58	130963/130963	---M--	200	added ('OK')	image/jpeg	etag:%22c12aa73a277a69fee8fe8348cebeff84%22	https://cdn.b12.io/media/d2e43f88-3cb4-11e8-bbb9-0242ac11000f-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/d2e43f88-3cb4-11e8-bbb9-0242ac11000f-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:02:58	251846/251846	---M--	200	added ('OK')	image/jpeg	etag:%228652e778c0aeb196542bcf62c85f3f1e%22	https://cdn.b12.io/media/e3b56478-3cc2-11e8-9f69-0242ac11000f-jpg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/e3b56478-3cc2-11e8-9f69-0242ac11000f-jpg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:03:00	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:32:58%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	C:/My%20Web%20Sites/krishna%20enterprises/krishna-enterprises-j4nm-staging.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:03:02	271445/271445	---M--	200	added ('OK')	image/jpeg	etag:%225719cb4b50145f0cb2ef427c1087a2d1%22	https://cdn.b12.io/media/e7978a10-3cb0-11e8-8656-0242ac11000f-jpeg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/e7978a10-3cb0-11e8-8656-0242ac11000f-jpeg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:03:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202025%2004:33:00%20GMT	http://cdn.b12.io/prod_traffic/global.js	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/prod_traffic/global.38.delayed	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:03:03	122652/122652	---M--	200	added ('OK')	image/jpeg	etag:%22cbf689a36c7a1c30b83600c334954781%22	https://cdn.b12.io/media/e816aa02-3cb0-11e8-8656-0242ac11000f-jpeg-regular_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/e816aa02-3cb0-11e8-8656-0242ac11000f-jpeg-regular_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:03:03	799685/799685	---M--	200	added ('OK')	image/jpeg	etag:%22c1f2b6fdc6e0975eb77cf2b797041d26%22	https://cdn.b12.io/media/e40aadca-3cc2-11e8-9f69-0242ac11000f-jpg-hero_image.jpeg	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/media/e40aadca-3cc2-11e8-9f69-0242ac11000f-jpg-hero_image.jpg	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:03:03	71295/71295	---MCZ	200	added ('OK')	application/javascript	etag:W/%229ca4809d57257e2816c1aa0a50fc8dea%22	https://cdn.b12.io/prod_traffic/global.js	C:/My%20Web%20Sites/krishna%20enterprises/cdn.b12.io/prod_traffic/global.js	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:03:04	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2008%20Feb%202025%2004:33:03%20GMT	http://krishna-enterprises-j4nm-staging.b12sites.com/robots.txt		(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
10:03:04	945/945	---MC-	200	added ('OK')	text/javascript	date:Sat,%2008%20Feb%202025%2004:33:03%20GMT	https://www.google.com/recaptcha/api.js?render=6Ld1R8kUAAAAAGEYGyd1RXFcdSGY03uF4y_yN40A	C:/My%20Web%20Sites/krishna%20enterprises/www.google.com/recaptcha/apifb47.js	(from https://krishna-enterprises-j4nm-staging.b12sites.com/index)
